EmployeeID,Department,JobRole,Age,Gender,YearsAtCompany,MonthlySalary,PerformanceRating,Attrition_Prob,Risk,Satisfaction,WorkLifeBalance,Engagement_Score,Gap_Count,Skill_Gap,Top_Recommendation,Training_Duration,Skill_Gap_Str
418,Sales,Account Manager,42,Other,2,127848,3,0.4326,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
419,Marketing,Content Lead,42,Female,3,41729,3,0.0293,LOW,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
420,Sales,Account Manager,60,Female,5,115766,4,0.4104,MEDIUM,3.02,2.99,2.94,671,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
421,Finance,Auditor,45,Male,8,123401,4,0.6169,HIGH,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
422,Marketing,Content Lead,60,Female,6,155850,3,0.0689,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
423,Sales,Account Manager,33,Female,4,127997,4,0.3098,MEDIUM,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
424,Marketing,Content Lead,27,Male,9,156714,4,0.0638,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
425,Marketing,SEO Analyst,58,Other,15,149436,3,0.2239,LOW,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
426,Sales,Account Manager,30,Male,3,36058,3,0.2914,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
427,Finance,Accountant,46,Other,3,159792,3,0.0804,LOW,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
428,Sales,Account Manager,47,Female,5,74415,3,0.481,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
429,Finance,Auditor,33,Other,8,43491,4,0.0923,LOW,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
430,Sales,Sales Executive,29,Male,15,46600,5,0.4164,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
431,IT,Developer,40,Female,10,57166,3,0.049,LOW,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
432,Support,Support Engineer,40,Male,3,159746,4,0.0448,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
433,Sales,Sales Executive,53,Female,4,175837,2,0.7121,HIGH,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
434,Support,Support Engineer,52,Female,8,80388,1,0.1731,LOW,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
435,Support,Support Engineer,52,Other,9,171878,4,0.1827,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
436,Marketing,SEO Analyst,59,Male,4,85221,4,0.1838,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
437,HR,HR Executive,48,Other,5,59266,3,0.0956,LOW,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
438,Marketing,SEO Analyst,37,Other,2,169877,3,0.0626,LOW,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
439,Marketing,SEO Analyst,55,Female,9,78917,3,0.4715,MEDIUM,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
440,Sales,Sales Executive,54,Male,3,135185,3,0.4764,MEDIUM,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
441,Sales,Sales Executive,25,Female,14,110287,3,0.1793,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
442,Support,Helpdesk,27,Other,11,50125,4,0.3309,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
443,HR,HR Manager,25,Female,9,110690,5,0.0565,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
444,IT,Tester,49,Other,4,47150,3,0.0916,LOW,3.02,2.99,2.94,2495,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
445,Sales,Account Manager,34,Female,12,121514,4,0.1535,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
446,Support,Helpdesk,30,Female,14,179581,4,0.4974,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
447,Sales,Sales Executive,29,Female,9,161650,3,0.4304,MEDIUM,3.02,2.99,2.94,671,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
448,IT,Tester,58,Male,5,94497,4,0.6722,HIGH,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
449,Finance,Accountant,57,Female,3,42163,3,0.0458,LOW,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
450,IT,Developer,60,Male,5,46869,2,0.7587,HIGH,3.02,2.99,2.94,2494,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
451,Support,Helpdesk,45,Female,9,77555,4,0.4143,MEDIUM,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
452,Support,Support Engineer,34,Male,2,33685,3,0.27,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
453,IT,Engineer,53,Male,3,152409,4,0.1066,LOW,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
454,IT,Engineer,43,Other,4,110233,4,0.1035,LOW,3.02,2.99,2.94,2491,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
455,IT,Developer,43,Female,4,111332,3,0.0695,LOW,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
456,Marketing,Content Lead,46,Male,3,141468,3,0.5107,MEDIUM,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
457,Support,Helpdesk,48,Male,7,88349,3,0.4821,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
458,HR,HR Executive,47,Female,11,119643,4,0.0698,LOW,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
459,Sales,Account Manager,32,Other,3,161632,1,0.0766,LOW,3.02,2.99,2.94,671,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
460,Marketing,SEO Analyst,34,Male,2,53266,4,0.2372,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
461,Finance,Accountant,60,Other,15,67827,2,0.8393,HIGH,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
462,Support,Support Engineer,27,Female,4,116235,3,0.0665,LOW,3.02,2.99,2.94,401,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
463,Finance,Accountant,58,Female,13,35093,4,0.1175,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
464,Sales,Account Manager,60,Female,14,155870,3,0.0898,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
465,Support,Helpdesk,32,Other,2,140627,4,0.3868,MEDIUM,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
466,IT,Developer,28,Female,2,93057,4,0.0511,LOW,3.02,2.99,2.94,2490,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
467,Finance,Auditor,25,Female,11,107898,3,0.0541,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
468,HR,HR Executive,59,Male,9,169457,2,0.7543,HIGH,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
469,Finance,Auditor,40,Female,5,173633,3,0.5077,MEDIUM,3.02,2.99,2.94,1432,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
470,HR,HR Executive,60,Male,14,92312,1,0.8409,HIGH,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
471,HR,HR Manager,22,Female,8,35152,3,0.0404,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
472,Finance,Accountant,37,Male,5,162437,2,0.7863,HIGH,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
473,IT,Engineer,44,Other,13,129971,4,0.7061,HIGH,3.02,2.99,2.94,2491,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
474,Finance,Auditor,54,Male,9,175948,2,0.661,HIGH,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
475,Sales,Account Manager,35,Male,4,162702,3,0.0812,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
476,HR,HR Manager,24,Male,5,76735,4,0.2267,LOW,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
477,Sales,Sales Executive,49,Other,14,64651,4,0.0922,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
478,Marketing,Content Lead,55,Other,15,94382,4,0.0721,LOW,3.02,2.99,2.94,174,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
479,IT,Tester,56,Other,5,140237,3,0.2777,LOW,3.02,2.99,2.94,2493,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
480,Support,Helpdesk,51,Other,14,77476,4,0.0737,LOW,3.02,2.99,2.94,400,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
481,IT,Developer,21,Female,2,36213,3,0.0892,LOW,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
482,Support,Support Engineer,43,Other,8,60868,3,0.3783,MEDIUM,3.02,2.99,2.94,399,"['Delivery operations information system DOIS', 'Electronic medical record EMR software', 'StataCorp Stata', 'HVAC tools software', 'Evernote']",PowerPoint Presentations,1 week,"Delivery operations information system DOIS, Electronic medical record EMR software, StataCorp Stata"
483,IT,Tester,52,Other,6,42425,2,0.6539,HIGH,3.02,2.99,2.94,2495,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
484,Sales,Sales Executive,31,Other,4,171672,3,0.0549,LOW,3.02,2.99,2.94,669,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
485,Sales,Sales Executive,47,Female,7,64927,5,0.6382,HIGH,3.02,2.99,2.94,671,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
486,Sales,Sales Executive,59,Female,7,51461,3,0.1814,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
487,IT,Developer,33,Male,11,31689,4,0.0757,LOW,3.02,2.99,2.94,2492,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Google Analytics Certification,3 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
488,Finance,Auditor,39,Other,15,151142,4,0.5359,MEDIUM,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
489,Finance,Accountant,47,Male,15,44069,3,0.2849,LOW,3.02,2.99,2.94,1434,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
490,HR,HR Manager,57,Other,7,178046,4,0.5268,MEDIUM,3.02,2.99,2.94,396,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
491,Sales,Account Manager,51,Female,4,109973,3,0.0798,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
492,Marketing,SEO Analyst,34,Male,3,56917,3,0.039,LOW,3.02,2.99,2.94,176,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Microsoft Excel']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
493,IT,Tester,59,Other,10,89449,5,0.084,LOW,3.02,2.99,2.94,2490,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
494,HR,HR Manager,53,Female,6,152708,3,0.5521,MEDIUM,3.02,2.99,2.94,397,"['Bond International Software Bond StaffSuite', 'SAP ERP Human Capital Management', 'Google Calendar', 'Mentimeter', 'Cluen executive recruitment software']",PowerPoint Presentations,1 week,"Bond International Software Bond StaffSuite, SAP ERP Human Capital Management, Google Calendar"
495,IT,Developer,38,Male,4,56333,4,0.2023,LOW,3.02,2.99,2.94,2494,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Advanced Excel,2 weeks,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
496,IT,Developer,25,Other,12,127673,3,0.1546,LOW,3.02,2.99,2.94,2496,"['Oxford Reference Online', 'Microsoft Power BI', 'XML Path Language XPATH', 'Teradata Active Enterprise Data Warehouse', 'BitWizard B.V. mtr']",Git Version Control,1 week,"Oxford Reference Online, Microsoft Power BI, XML Path Language XPATH"
497,Finance,Auditor,47,Other,6,107623,3,0.0881,LOW,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
498,Finance,Accountant,44,Male,4,90850,2,0.7934,HIGH,3.02,2.99,2.94,1433,"['Microsoft Power BI', 'Brihzon Solutions SMART Dairy Resource Planning', 'TechHackers Swap @nalyst', 'Unger Software Methusaleh', 'Computer integrated manufacturing CIM software']",Git Version Control,1 week,"Microsoft Power BI, Brihzon Solutions SMART Dairy Resource Planning, TechHackers Swap @nalyst"
499,Sales,Account Manager,52,Other,7,138568,3,0.2926,LOW,3.02,2.99,2.94,670,"['Astute Solutions PowerCenter', 'MI-Assistant MI Management System', 'General Magic Portico', 'Sawtooth SSI Web', 'Electronic medical record EMR software']",PowerPoint Presentations,1 week,"Astute Solutions PowerCenter, MI-Assistant MI Management System, General Magic Portico"
500,Marketing,Content Lead,40,Male,8,77261,4,0.1949,LOW,3.02,2.99,2.94,175,"['Oracle Java', 'Video production software', 'Mentimeter', 'JavaScript', 'Marketo Marketing Automation']",PowerPoint Presentations,1 week,"Oracle Java, Video production software, Mentimeter"
